phone,school,region
+18176182588,PREMIER H S - FORT WORTH (JACKSBORO),Texas Charter
+18177679238,PREMIER H S - FORT WORTH (SOUTHSIDE),Texas Charter
+17133471002,PREMIER H S - HOUSTON (SHARPSTOWN),Texas Charter
+17133380020,PREMIER H S - HOUSTON - HOBBY,Texas Charter
+19039622933,PREMIER H S - LONGVIEW,Texas Charter
+18065470786,PREMIER H S - LUBBOCK (BRIERCROFT),Texas Charter
+13256034444,PREMIER H S - SAN ANGELO,Texas Charter
+19403509434,PREMIER H S - WICHITA FALLS,Texas Charter
+17134899040,PREMIER H S HOUSTON GALLERY NORTH,Texas Charter
+14323050095,PREMIER H S ODESSA,Texas Charter
+13256988111,PREMIER H S OF ABILENE,Texas Charter
+18063670171,PREMIER H S OF AMARILLO,Texas Charter
+19725477901,PREMIER H S OF ARLINGTON,Texas Charter
+19565500084,PREMIER H S OF BROWNSVILLE,Texas Charter
+13253569673,PREMIER H S OF COMANCHE/EARLY,Texas Charter
+19362578017,PREMIER H S OF DAYTON,Texas Charter
+18302982100,PREMIER H S OF DEL RIO,Texas Charter
+18177312028,PREMIER H S OF FORT WORTH,Texas Charter
+18175730435,PREMIER H S OF GRANBURY,Texas Charter
+19364395204,PREMIER H S OF HUNTSVILLE,Texas Charter
+19567237788,PREMIER H S OF LAREDO,Texas Charter
+18067631518,PREMIER H S OF LUBBOCK,Texas Charter
+19566079636,PREMIER H S OF MISSION,Texas Charter
+18306096606,PREMIER H S OF NEW BRAUNFELS,Texas Charter
+19565848458,PREMIER H S OF PALMVIEW,Texas Charter
+19569614721,PREMIER H S OF SAN JUAN,Texas Charter
+19035925222,PREMIER H S OF TYLER,Texas Charter
+12547520441,PREMIER H S OF WACO,Texas Charter
+19567818800,PREMIER H S OF WESLACO,Texas Charter
+19726960505,PREMIER H S-FOUNDATION SCHOOL OF AUTISM-PLANO,Texas Charter
+15124448442,PREMIER HIGH SCHOOL-AUSTIN SOUTH CAMPUS,Texas Charter
+15128320965,PREMIER HIGH SCHOOL-AUSTIN WELLS BRANCH,Texas Charter
+18064168106,PREMIER HIGH SCHOOL-CANYON,Texas Charter
+19155814300,PREMIER HIGH SCHOOL-EL PASO MESA,Texas Charter
+12105248103,PREMIER HIGH SCHOOL-SAN ANTONIO WINDCREST,Texas Charter
+12544994262,PRIORITY CHARTER SCHOOLS - KILLEEN,Texas Charter
+12542388231,PRIORITY CHARTER SCHOOLS COPPERAS COVE,Texas Charter
+12547788682,PRIORITY CHARTER SCHOOLS TEMPLE,Texas Charter
+17137480030,PRO-VISION MIDDLE,Texas Charter
+12109421700,PROMESA ACADEMY CHARTER SCHOOL,Texas Charter
+19562957778,PROMESA COLLEGE PREP BROWNSVILLE,Texas Charter
+13614008293,PROMESA COLLEGE PREP WEST CORPUS CHRISTI,Texas Charter
+19368900100,QUEST COLLEGIATE ACADEMY - SHENANDOAH,Texas Charter
+19033956063,QUEST COLLEGIATE ACADEMY-WHITEWRIGHT,Texas Charter
+12547548000,QUINN CAMPUS PUBLIC MIDDLE,Texas Charter
+19039398000,RANCH ACADEMY,Texas Charter
+17137030219,REVE PREPARATORY CHARTER SCHOOL,Texas Charter
+18064632284,RICHARD MILBURN ACADEMY AMARILLO,Texas Charter
+13612254424,RICHARD MILBURN ACADEMY CORPUS CHRISTI,Texas Charter
+18177317627,RICHARD MILBURN ACADEMY FORT WORTH,Texas Charter
+12812093505,RICHARD MILBURN ACADEMY HOUSTON (SUBURBAN),Texas Charter
+18067400811,RICHARD MILBURN ACADEMY LUBBOCK,Texas Charter
+14322039829,RICHARD MILBURN ACADEMY MIDLAND,Texas Charter
+14326141859,RICHARD MILBURN ACADEMY ODESSA,Texas Charter
+18327304570,RICHARD MILBURN ACADEMY PASADENA,Texas Charter
+12546344444,RICHARD MILBURN ALTER H S (KILLEEN),Texas Charter
+19727616888,RICHLAND COLLEGIATE H S OF MATH SCIENCE ENGINEERIN,Texas Charter
+17133156413,RIPLEY HOUSE CHARTER SCHOOL,Texas Charter
+17133156480,RIPLEY HOUSE MIDDLE CAMPUS,Texas Charter
+18067440438,RISE ACADEMY,Texas Charter
+12106385150,RISE INSPIRE ACADEMY,Texas Charter
+12106385700,ROCKDALE INSPIRE ACADEMY,Texas Charter
+16823391300,ROCKETSHIP DENNIS DUNKINS EL,Texas Charter
+16823395200,ROCKETSHIP EXPLORE EL,Texas Charter
+12104386873,RODRIGUEZ MONTESSORI EL,Texas Charter
+13257663327,ROSCOE COLLEGIATE H S,Texas Charter
+13257663629,ROSCOE COLLEGIATE MONTESSORI EARLY CHILDHOOD,Texas Charter
+13257663323,ROSCOE EL,Texas Charter
+12108984170,ROY CISNEROS EL,Texas Charter
+12105310300,ROYAL ACADEMY OF EXCELLENCE,Texas Charter
+15126330795,SAFE HAVEN,Texas Charter
+14322407100,SAM HOUSTON COLLEGIATE PREPARATORY EL,Texas Charter
+19362941103,SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,Texas Charter
+12104732698,SAN ANTONIO STEAM ACADEMY,Texas Charter
+19723437864,SCHOOL FOR THE HIGHLY GIFTED,Texas Charter
+13619491222,SEASHORE LEARNING CENTER,Texas Charter
+13616541134,SEASHORE MIDDLE ACAD,Texas Charter
+18305495930,SEGUIN CAMPUS,Texas Charter
+17136676145,SER-NINOS CHARTER EL,Texas Charter
+17134329400,SER-NINOS CHARTER EL II,Texas Charter
+17135926055,SER-NINOS CHARTER MIDDLE,Texas Charter
+15124714365,SJRC TEXAS,Texas Charter
+14096175825,SMITH MIDDLE,Texas Charter
+12106339006,SOMERSET ACADEMY BROOKS,Texas Charter
+12108503002,SOMERSET ACADEMY COLLEGIATE,Texas Charter
+12109984452,SOMERSET ACADEMY LONE STAR,Texas Charter
+12106276013,SOMERSET ACADEMY OAKS,Texas Charter
+17138425555,SOUTHEAST EL,Texas Charter
+17139245300,SOUTHSIDE EL,Texas Charter
+12104322634,SOUTHWEST PREP NORTHWEST EL,Texas Charter
+12103331403,SOUTHWEST PREPARATORY SOUTHEAST CAMPUS,Texas Charter
+17139549528,SOUTHWEST PUBLIC SCHOOLS COLLEGE &CAREER PREP ACAD,Texas Charter
+17139885839,SOUTHWEST PUBLIC SCHOOLS INT'L LEADERSHIP ACADEMY,Texas Charter
+17136880505,SOUTHWEST PUBLIC SCHOOLS VISUAL & PERF ARTS ACAD,Texas Charter
+18322882523,SST ADVANCEMENT,Texas Charter
+12105901115,SST ALAMO,Texas Charter
+12108930802,SST CHAMPIONS,Texas Charter
+13618512450,SST CORPUS CHRISTI,Texas Charter
+12105431111,SST DISCOVERY,Texas Charter
+12106889758,SST HILL COUNTRY,Texas Charter
+12106889759,SST HILL COUNTRY COLLEGE PREP H S,Texas Charter
+12106889990,SST NORTHWEST,Texas Charter
+12105494161,SST SA COLLEGE PREP H S,Texas Charter
+18302159500,SST SCHERTZ,Texas Charter
+12815280096,SST SPRING,Texas Charter
+12812777923,SST SUGAR LAND COLLEGE PREP H S,Texas Charter
+12812550483,SST THE WOODLANDS,Texas Charter
+13464359395,SST WILLOWCREEK,Texas Charter
+12144213645,ST ANTHONY ACADEMY,Texas Charter
+13613585601,ST MARY'S ACADEMY CHARTER SCHOOL,Texas Charter
+12104862406,ST PHILIP'S COLLEGE EARLY COLLEGE H S,Texas Charter
+12108984250,STAFFORD EL VISUAL AND PERFORMING ARTS,Texas Charter
+12104386870,STEELE MONTESSORI EL,Texas Charter
+12819887797,STEP CHARTER EL,Texas Charter
+17136369918,STEP CHARTER III,Texas Charter
+19364685899,STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,Texas Charter
+14099825400,TEKOA ACADEMY OF ACCELERATED STUDIES,Texas Charter
+14098869862,TEKOA ACADEMY OF ACCELERATED STUDIES - ORANGE,Texas Charter
+15124774226,TEXANS CAN ACADEMY - AUSTIN,Texas Charter
+19722432178,TEXANS CAN ACADEMY - CARROLLTON-FARMERS BRANCH,Texas Charter
+12418244226,TEXANS CAN ACADEMY - DALLAS NORTH,Texas Charter
+18177351515,TEXANS CAN ACADEMY - FORT WORTH LANCASTER AVENUE,Texas Charter
+18175313223,TEXANS CAN ACADEMY - FORT WORTH WESTCREEK,Texas Charter
+12148244226,TEXANS CAN ACADEMY - GARLAND,Texas Charter
+19722284226,TEXANS CAN ACADEMY - GRANT EAST,Texas Charter
+18323794226,TEXANS CAN ACADEMY - HOUSTON HOBBY,Texas Charter
+17136594226,TEXANS CAN ACADEMY - HOUSTON NORTH,Texas Charter
+12819184316,TEXANS CAN ACADEMY - HOUSTON SOUTHWEST,Texas Charter
+12149432244,TEXANS CAN ACADEMY - OAK CLIFF,Texas Charter
+19722251194,TEXANS CAN ACADEMY - PLEASANT GROVE,Texas Charter
+12109283366,TEXANS CAN ACADEMY - SAN ANTONIO,Texas Charter
+12816618293,TEXAS CONNECTIONS ACADEMY AT HOUSTON,Texas Charter
+19039354109,TEXAS EARLY COLLEGE H S,Texas Charter
+15124941076,TEXAS EMPOWERMENT ACADEMY,Texas Charter
+13254803500,TEXAS LEADERSHIP OF ABILENE,Texas Charter
+14322427117,TEXAS LEADERSHIP OF MIDLAND,Texas Charter
+13257036005,TEXAS LEADERSHIP OF SAN ANGELO,Texas Charter
+15129283000,TEXAS PREPARATORY SCHOOL - AUSTIN CAMPUS,Texas Charter
+18177328372,TEXAS SCHOOL OF THE ARTS,Texas Charter
+15122875050,THE EAST AUSTIN COLLEGE PREP AT MLK,Texas Charter
+15122875000,THE EAST AUSTIN COLLEGE PREP AT SOUTHWEST KEY,Texas Charter
+12109424850,THE GATHERING PLACE,Texas Charter
+17132251551,THE LAWSON ACADEMY,Texas Charter
+19035611002,THE LEADERSHIP ACADEMY,Texas Charter
+14323624301,THE ODESSA Y LEARNING CENTER,Texas Charter
+12813199300,THE RHODES SCHOOL - HUMBLE,Texas Charter
+12814599797,THE RHODES SCHOOL - NORTHSHORE CAMPUS,Texas Charter
+14325522580,THE STEM ACADEMY,Texas Charter
+17136376574,THE VARNETT SCHOOL - EAST,Texas Charter
+17136314396,THE VARNETT SCHOOL - NORTHEAST,Texas Charter
+19363446677,THOMAS BUZBEE VOCATIONAL SCHOOL,Texas Charter
+17135010052,THRIVE CENTER FOR SUCCESS,Texas Charter
+19408492421,THROCKMORTON COLLEGIATE ISD,Texas Charter
+12107389830,TRAVIS EARLY COLLEGE H S,Texas Charter
+15124144495,TRAVIS HTS EL,Texas Charter
+18172831771,TREETOPS SCHOOL INTERNATIONAL,Texas Charter
+12149469100,TRINITY BASIN PREPARATORY - ARLINGTON,Texas Charter
+12149428846,TRINITY BASIN PREPARATORY - DALLAS,Texas Charter
+18178407501,TRINITY BASIN PREPARATORY - FORT WORTH,Texas Charter
+18176006269,TRINITY BASIN PREPARATORY - SOUTH,Texas Charter
+18176017667,TRINITY BASIN PREPARATORY - TITAN ACADEMY,Texas Charter
+18176001735,TRINITY BASIN PREPARATORY - WEST,Texas Charter
+15127067566,TRINITY CHARTER SCHOOL - BRENHAM CAMPUS,Texas Charter
+15127786363,TRINITY CHARTER SCHOOL - PLANTERSVILLE CAMPUS,Texas Charter
+19035656801,TRINITY CHARTER SCHOOLS - BIG SANDY CAMPUS,Texas Charter
+18309644390,TRINITY CHARTER SCHOOLS - CANYON LAKE CAMPUS,Texas Charter
+15124321651,TRINITY CHARTER SCHOOLS - LOCKHART CAMPUS,Texas Charter
+18173859338,TRINITY LEADERSHIP,Texas Charter
+13252610158,TRIUMPH PUBLIC HIGH SCHOOLS-ABILENE,Texas Charter
+19563721433,TRIUMPH PUBLIC HIGH SCHOOLS-BROWNSVILLE,Texas Charter
+19152983637,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO EAST,Texas Charter
+19155327216,TRIUMPH PUBLIC HIGH SCHOOLS-EL PASO WEST,Texas Charter
+19567220747,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO NORTH,Texas Charter
+19567230345,TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO SOUTH,Texas Charter
+18067440330,TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,Texas Charter
+19566182308,TRIUMPH PUBLIC HIGH SCHOOLS-MCALLEN,Texas Charter
+19565655417,TRIUMPH PUBLIC HIGH SCHOOLS-MERCEDES,Texas Charter
+12107611901,TRIUMPH PUBLIC HIGH SCHOOLS-SAN ANTONIO,Texas Charter
+19562769930,TRIUMPH PUBLIC HIGH SCHOOLS-SAN BENITO,Texas Charter
+14698549007,TRIVIUM ACADEMY,Texas Charter
+19038722988,TWO DIMENSIONS AT CORSICANA,Texas Charter
+12814408853,TWO DIMENSIONS PREPARATORY ACADEMY,Texas Charter
+12819877300,TWO DIMENSIONS/VICKERY,Texas Charter
+12145456243,UME DALLAS SECONDARY,Texas Charter
+12144456243,UME MANSFIELD EL,Texas Charter
+19722960084,UME PREPARATORY ACADEMY - DUNCANVILLE,Texas Charter
+19722551800,UNIVERSAL ACADEMY,Texas Charter
+19723935034,UNIVERSAL ACADEMY - COPPELL,Texas Charter
+19723935068,UNIVERSAL ACADEMY-BARTONVILLE,Texas Charter
+15124953300,UNIVERSITY OF TEXAS EL CHARTER SCHOOL,Texas Charter
+12814143974,UP EXCELLENCE ACADEMY,Texas Charter
+18177684300,UPLIFT ASCEND PREP H S,Texas Charter
+14696218500,UPLIFT ASCEND PREP PS,Texas Charter
+12148217325,UPLIFT ATLAS PREP H S,Texas Charter
+18177643600,UPLIFT ELEVATE PREP H S,Texas Charter
+12144515551,UPLIFT GRADUS PREP PS,Texas Charter
+19728540600,UPLIFT GRAND PREP H S,Texas Charter
+12144211982,UPLIFT HAMPTON PREP H S,Texas Charter
+12144427094,UPLIFT HEIGHTS HEALTHCARE INSTITUTE,Texas Charter
+12148739700,UPLIFT HEIGHTS PREP PS,Texas Charter
+14696219200,UPLIFT INFINITY PREP H S,Texas Charter
+12144453300,UPLIFT LUNA PREP H S,Texas Charter
+12144427882,UPLIFT LUNA PREP PS,Texas Charter
+18172881700,UPLIFT MERIDIAN PREP PS,Texas Charter
+18172883800,UPLIFT MIGHTY PREP H S,Texas Charter
+19725010645,UPLIFT NORTH HILLS PREP H S,Texas Charter
+12144426100,UPLIFT PINNACLE PREP PS,Texas Charter
+18172875121,UPLIFT SUMMIT PREP H S,Texas Charter
+12145905100,UPLIFT TRIUMPH PREP PS,Texas Charter
+12142760352,UPLIFT WILLIAMS PREP H S,Texas Charter
+12146536900,UPLIFT WISDOM PREP H S,Texas Charter
+12144536900,UPLIFT WISDOM PREP PS,Texas Charter
+19036638219,UT TYLER UNIVERSITY ACADEMY AT LONGVIEW,Texas Charter
+19037272326,UT TYLER UNIVERSITY ACADEMY AT PALESTINE,Texas Charter
+19037303988,UT TYLER UNIVERSITY ACADEMY AT TYLER,Texas Charter
+18305912988,UVALDE DUAL LANGUAGE ACADEMY,Texas Charter
+15125210600,VALOR KYLE,Texas Charter
+15127290159,VALOR LEANDER,Texas Charter
+15126464168,VALOR NORTH AUSTIN,Texas Charter
+12109030383,VALOR SAN ANTONIO,Texas Charter
+15126464170,VALOR SOUTH AUSTIN,Texas Charter
+19563180211,VANGUARD BEETHOVEN,Texas Charter
+19564035020,VANGUARD MONET,Texas Charter
+19562232030,VANGUARD MOZART,Texas Charter
+19567020134,VANGUARD PICASSO,Texas Charter
+19562830600,VANGUARD REMBRANDT,Texas Charter
+19564035000,VANGUARD VAN GOGH,Texas Charter
+17137234699,VARNETT CHARTER SCHOOL,Texas Charter
+14694544441,VILLAGE TECH SCHOOLS,Texas Charter
+19158558143,VISTA DEL FUTURO CHARTER SCHOOL,Texas Charter
+19038035700,WARE EL,Texas Charter
+15122209105,WAYSIDE ALTAMIRA ACADEMY,Texas Charter
+15122209106,WAYSIDE EDEN PARK ACADEMY,Texas Charter
+15124387325,WAYSIDE REAL LEARNING ACADEMY,Texas Charter
+15122209120,WAYSIDE SCI-TECH MIDDLE AND H S,Texas Charter
+17132511800,WESTCHESTER ACADEMY FOR INTERNATIONAL STUDIES,Texas Charter
+18174905757,WESTLAKE ACADEMY,Texas Charter
+19722622990,WILLIAM B TRAVIS WORLD LANGUAGE ACADEMY,Texas Charter
+19722512010,WINFREE ACADEMY CHARTER SCHOOL (IRVING),Texas Charter
+12142222200,WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE),Texas Charter
+19722349855,WINFREE ACADEMY CHARTER SCHOOL (RICHARDSON),Texas Charter
+12142042030,WINFREE ACADEMY CHARTER SCHOOL - GRAND PRAIRIE,Texas Charter
+14699305199,WINFREE ACADEMY CHARTER SCHOOL DALLAS,Texas Charter
+19728693250,WINFREE ACADEMY NORTH RICHLAND HILLS,Texas Charter
+12104386560,WOODLAWN ACADEMY,Texas Charter
+12104386565,WOODLAWN HILLS EL,Texas Charter
+17136550596,YELLOWSTONE COLLEGE PREPARATORY,Texas Charter
+17139240600,YES PREP - 5TH WARD,Texas Charter
+17139678400,YES PREP - BRAYS OAKS,Texas Charter
+17139677800,YES PREP - EAST END,Texas Charter
+17139679800,YES PREP - GULFTON,Texas Charter
+17138425600,YES PREP - HOBBY,Texas Charter
+17139678800,YES PREP - NORTH CENTRAL,Texas Charter
+17138425400,YES PREP - NORTHLINE,Texas Charter
+17139240400,YES PREP - NORTHSIDE,Texas Charter
+17138425510,YES PREP - NORTHWEST,Texas Charter
+17139679400,YES PREP - SOUTHEAST,Texas Charter
+17139245500,YES PREP - SOUTHSIDE,Texas Charter
+17139679200,YES PREP - SOUTHWEST,Texas Charter
+17139678200,YES PREP - WEST,Texas Charter
+17139245200,YES PREP - WHITE OAK,Texas Charter
+17139240700,YES PREP AIRLINE EL,Texas Charter
+17139240800,YES PREP EAST END EL,Texas Charter
+17138425550,YES PREP HOBBY EL,Texas Charter
+17139678699,YES PREP NORTH FOREST,Texas Charter
+17138425511,YES PREP NORTH RANKIN EL,Texas Charter
+17138425700,YES PREP SOUTHWEST OAKS EL,Texas Charter
+12103549652,YOUNG MEN'S LEADERSHIP ACADEMY,Texas Charter
+12104386525,YOUNG WOMEN'S LEADERSHIP ACADEMY,Texas Charter
+14322408700,YOUNG WOMEN'S LEADERSHIP ACADEMY,Texas Charter
+12105542710,YOUNG WOMEN'S LEADERSHIP ACADEMY PRI,Texas Charter
+17755751122,A Step Ahead,Nevada Private
+17029493600,Alexander Dawson School,Nevada Private
+17026008334,Anderson Academy Of Mathematics An Science,Nevada Private
+17027378668,Applied Scholastics Academy,Nevada Private
+17026361500,Aspects Academy Of Learning Montessori,Nevada Private
+17758825252,Bethlehem Lutheran School,Nevada Private
+17027321945,Bishop Gorman High School,Nevada Private
+17753366002,Bishop Manogue Catholic High School,Nevada Private
+13054942012,Bnos Ateres Ita,Nevada Private
+17028890496,Brilliant Child Christian Academy,Nevada Private
+17758250257,Brookfield School,Nevada Private
+17022488879,Calvary Chapel Christian School,Nevada Private
+17024562422,Calvary Chapel Green Valley Christian Academy,Nevada Private
+17026563370,Candil Hall Early Childhood Education,Nevada Private
+17024639350,Capstone Christian Academy,Nevada Private
+17029395050,Cornerstone Christian Academy & Tykes Preschool,Nevada Private
+17028442019,Cristo Rey St. Viator Las Vegas College Prep,Nevada Private
+17753255407,Davidson Academy Online,Nevada Private
+17022591000,Desert Torah Academy,Nevada Private
+17753569995,Excel Christian School,Nevada Private
+17752650688,Faith Christian Academy,Nevada Private
+17029212777,Faith Lutheran Academy,Nevada Private
+17028044444,Faith Lutheran Middle School & High School,Nevada Private
+17754234123,Fallon Seventh-Day Adventist School,Nevada Private
+17024070790,Foothills Montessori School,Nevada Private
+17757871070,Goddard School - Somersett- The,Nevada Private
+17022933536,Grace Christian Academy,Nevada Private
+17757827811,Grace Christian Academy,Nevada Private
+17024544056,Green Valley Christian School,Nevada Private
+17024540004,Green Valley Lutheran School,Nevada Private
+17024052952,Green Valley Methodist Preschool & Kindergarten,Nevada Private
+17028710600,Happy Days Montesori Academy,Nevada Private
+17028182120,Henderson International School,Nevada Private
+17756269292,Imagination Station,Nevada Private
+17758312423,Ischool,Nevada Private
+17027039000,J.O.Y. Academy Of Southern Nevada,Nevada Private
+17028717600,Kids R Kids Of Sw Las Vegas,Nevada Private
+17025655831,Lake Mead Christian Academy,Nevada Private
+17758315828,Lake Tahoe School,Nevada Private
+17026451626,Lamb Of God Lutheran School,Nevada Private
+17023621180,Las Vegas Day School,Nevada Private
+17759011256,Legacy Christian Academy,Nevada Private
+17024892935,Liberty Baptist Academy,Nevada Private
+17753567535,Lighthouse Baptist Academy,Nevada Private
+17753232931,Little Flower Catholic School,Nevada Private
+17754281825,Logos Christian Academy,Nevada Private
+17022428838,Merryhill Elementary School - Summerlin,Nevada Private
+17024665652,Merryhill School At Green Valley,Nevada Private
+17025509385,Mesivta Of Las Vegas,Nevada Private
+17026135863,Mesquite Christian Academy,Nevada Private
+17252031999,Mojave Springs School,Nevada Private
+17024519801,Montessori Visions Academy,Nevada Private
+17023828610,Mountain View Christian Schools,Nevada Private
+17022339323,Mountain View Lutheran School,Nevada Private
+17758526162,Mountain View Montessori School,Nevada Private
+17028968000,Nasri Academy For Gifted Children,Nevada Private
+17753486622,Nevada Sage Waldorf School,Nevada Private
+17025348339,Nevada School Of Inquiry,Nevada Private
+17028761181,New Horizons Center For Learning,Nevada Private
+17753580808,Newton Learning Center,Nevada Private
+17026149002,Omar Haikal Islamic Academy,Nevada Private
+17753222773,Our Lady Of The Snows Catholic School,Nevada Private
+17756268490,Pebbles Preschool And Kindergarten,Nevada Private
+17758532480,Reno Christian Fellowship Preschool And Ministry,Nevada Private
+17753220714,Riverview Christian Academy,Nevada Private
+17758526222,Sage Ridge School,Nevada Private
+17022555437,Shenker Academy,Nevada Private
+17752671921,Sierra Lutheran High School,Nevada Private
+17757890951,Sierra Nevada Job Corps Center,Nevada Private
+16506810681,Silicon Valley High School,Nevada Private
+17026716030,Southern Highlands Preparatory School,Nevada Private
+17757771222,Spring Creek Christian Academy,Nevada Private
+17024626246,Spring Valley Christian Academy,Nevada Private
+17022554440,Springstone Lakes Montessori School,Nevada Private
+17757473392,St Albert The Great Catholic School,Nevada Private
+17027352586,St Anne Catholic School,Nevada Private
+17023319050,St Anthony Of Padua School St Francis Of Assisi,Nevada Private
+17026472828,St Francis De Sales School,Nevada Private
+17758264655,St Johns Childrens Center,Nevada Private
+17755445565,St Nicholas Orthodox Academy,Nevada Private
+17027324477,St Viator Catholic School,Nevada Private
+17024626640,Strong Generation Christian Academy,Nevada Private
+11725208201,Sunset Montessori Community,Nevada Private
+17028041333,Temple Beth Sholom- Kindergarten,Nevada Private
+17022554500,The Dr. Miriam And Sheldon G. Adelson School,Nevada Private
+17757471254,The King'S Academy,Nevada Private
+17756367408,Triad School,Nevada Private
+17027323957,Trinity International School,Nevada Private
+17758584539,Truckee Meadows School,Nevada Private
+17027323385,University Baptist Academy,Nevada Private
+17022368818,West Charleston Enrichment Academy,Nevada Private
+17026451180,Word Of Life Christian Academy,Nevada Private
+17028388003,Yeshiva Day School Of Las Vegas,Nevada Private
+16022431900,91St Psalm Christian School,Arizona Private
+14809856797,A Place 4 Everyone Learning Center,Arizona Private
+14805256197,A+ Academy Dropout Recovery Program,Arizona Private
+16029957366,Accel,Arizona Private
+14807559379,Accel East Campus,Arizona Private
+15202972288,Acclerated Elementary And Secondary / Green Fields,Arizona Private
+14805580060,Aces-Gilbert,Arizona Private
+16239375090,Aces-Peoria,Arizona Private
+16233229600,Aces-Phoenix West,Arizona Private
+19787954342,Acton Academy Phoenix,Arizona Private
+11760688677,Adobe Adventist Christian School,Arizona Private
+14807593810,Ahwatukee Foothills Montessori,Arizona Private
+16024850276,Aldea Montessori,Arizona Private
+18184005020,Alexandria Academy- The,Arizona Private
+15203787012,All Saints Catholic School,Arizona Private
+19285375912,American Indian Christian Misson School,Arizona Private
+14803363364,Amici Trilingual Montessori,Arizona Private
+19318020190,Ancora High School,Arizona Private
+14803618234,Annunciation Catholic School,Arizona Private
+19283462300,Anya Itpak Elementary School,Arizona Private
+19289610270,Apache Baptist Academy,Arizona Private
+16028402342,Arcadia Montessori School,Arizona Private
+15202105400,Arizona Arts Academy,Arizona Private
+14804909318,Arizona Cultural Academy & College Prep,Arizona Private
+16022688686,Arizona Lutheran Academy,Arizona Private
+16235826871,Arrowhead Christian Academy,Arizona Private
